textgrid.file	word.idx.in.tg	word.ortho	word.ipa	word.start.in.tg	word.end.in.tg	phone.idx.in.wd	phone.ipa	phone.start.in.tg	phone.end.in.tg	postprobframe.idx.in.phone	postprobframe.start.in.tg	postprobframe.end.in.tg	phoneme.postprob	long.actual	long.postprob
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	3	j	2.58	2.66	0	2.58	2.59	s	0	0.09200613
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	3	j	2.58	2.66	1	2.59	2.5999999999999996	ʋ	0	0.4549512
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	3	j	2.58	2.66	2	2.6	2.61	ʋ	0	0.6328855
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	3	j	2.58	2.66	3	2.61	2.6199999999999997	ʋ	0	0.75371206
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	3	j	2.58	2.66	4	2.62	2.63	aː	0	0.88415396
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	3	j	2.58	2.66	5	2.63	2.6399999999999997	aː	0	0.9418116
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	3	j	2.58	2.66	6	2.64	2.65	aː	0	0.95464045
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	3	j	2.58	2.66	7	2.65	2.6599999999999997	aː	0	0.93820286
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	0	ʋ	2.66	2.73	0	2.66	2.67	aː	0	0.8810954
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	0	ʋ	2.66	2.73	1	2.67	2.6799999999999997	aː	0	0.6379493
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	0	ʋ	2.66	2.73	2	2.68	2.69	ɾ	0	0.15449816
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	0	ʋ	2.66	2.73	3	2.69	2.6999999999999997	ɾ	0	0.013281053
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	0	ʋ	2.66	2.73	4	2.7	2.71	p	0	0.010992643
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	0	ʋ	2.66	2.73	5	2.71	2.7199999999999998	p	0	0.049346652
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	0	ʋ	2.66	2.73	6	2.72	2.73	o	0	0.10696354
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	1	j	2.73	2.82	0	2.73	2.7399999999999998	o	0	0.23067096
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	1	j	2.73	2.82	1	2.74	2.75	o	0	0.29819822
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	1	j	2.73	2.82	2	2.75	2.76	o	0	0.32512793
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	1	j	2.73	2.82	3	2.7600000000000002	2.77	o	0	0.27070755
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	1	j	2.73	2.82	4	2.77	2.78	o	0	0.24192171
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	1	j	2.73	2.82	5	2.7800000000000002	2.79	əʋ	0	0.23318651
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	1	j	2.73	2.82	6	2.79	2.8	əʋ	0	0.2714784
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	1	j	2.73	2.82	7	2.8000000000000003	2.81	əʋ	0	0.089441784
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	1	j	2.73	2.82	8	2.81	2.82	o	0	0.09149538
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	2	ʋ	2.82	2.87	0	2.82	2.8299999999999996	o	0	0.06093078
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	2	ʋ	2.82	2.87	1	2.83	2.84	o	0	0.08424597
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	2	ʋ	2.82	2.87	2	2.84	2.8499999999999996	o	0	0.20695582
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	2	ʋ	2.82	2.87	3	2.85	2.86	ɭ	0	0.22193266
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	2	ʋ	2.82	2.87	4	2.86	2.8699999999999997	ɭ	0	0.22372837
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	3	ə	2.87	2.94	0	2.87	2.88	ɭ	0	0.2781134
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	3	ə	2.87	2.94	1	2.88	2.8899999999999997	o	0	0.3731569
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	3	ə	2.87	2.94	2	2.89	2.9	o	0	0.5580103
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	3	ə	2.87	2.94	3	2.9	2.9099999999999997	o	0	0.6404587
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	3	ə	2.87	2.94	4	2.91	2.92	o	0	0.6281106
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	3	ə	2.87	2.94	5	2.92	2.9299999999999997	o	0	0.7226797
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	3	ə	2.87	2.94	6	2.93	2.94	o	0	0.705993
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	4	s	2.94	3.06	0	2.94	2.9499999999999997	ph	0	0.3132948
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	4	s	2.94	3.06	1	2.95	2.96	ph	0	0.06186126
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	4	s	2.94	3.06	2	2.96	2.9699999999999998	ph	0	0.023381414
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	4	s	2.94	3.06	3	2.97	2.98	ph	0	0.02338064
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	4	s	2.94	3.06	4	2.98	2.9899999999999998	ph	0	0.016109329
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	4	s	2.94	3.06	5	2.99	3.0	ph	0	0.009149141
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	4	s	2.94	3.06	6	3.0	3.01	ph	0	0.008228701
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	4	s	2.94	3.06	7	3.0100000000000002	3.02	ph	0	0.013866987
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	4	s	2.94	3.06	8	3.02	3.03	ph	0	0.02894219
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	4	s	2.94	3.06	9	3.0300000000000002	3.04	ph	0	0.013974936
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	4	s	2.94	3.06	10	3.04	3.05	ph	0	0.012970509
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	4	s	2.94	3.06	11	3.0500000000000003	3.06	ph	0	0.059443306
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	5	aː	3.06	3.1	0	3.06	3.07	ʋ	1	0.2052653
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	5	aː	3.06	3.1	1	3.0700000000000003	3.08	ʋ	1	0.38410887
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	5	aː	3.06	3.1	2	3.08	3.09	ʋ	1	0.51165515
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	5	aː	3.06	3.1	3	3.09	3.0999999999999996	əʋ	1	0.6352549
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	6	j	3.1	3.19	0	3.1	3.11	əʋ	0	0.71359664
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	6	j	3.1	3.19	1	3.11	3.1199999999999997	əʋ	0	0.69009084
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	6	j	3.1	3.19	2	3.12	3.13	o	0	0.6359969
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	6	j	3.1	3.19	3	3.13	3.1399999999999997	o	0	0.6360064
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	6	j	3.1	3.19	4	3.14	3.15	o	0	0.64776754
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	6	j	3.1	3.19	5	3.15	3.1599999999999997	o	0	0.54399693
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	6	j	3.1	3.19	6	3.16	3.17	əʋ	0	0.30994526
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	6	j	3.1	3.19	7	3.17	3.1799999999999997	əʋ	0	0.13806133
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	6	j	3.1	3.19	8	3.18	3.19	əʋ	0	0.09287445
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	0	kh	3.19	3.31	0	3.19	3.1999999999999997	əʋ	0	0.019039208
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	0	kh	3.19	3.31	1	3.2	3.21	k	0	0.05639508
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	0	kh	3.19	3.31	2	3.21	3.2199999999999998	k	0	0.007003421
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	0	kh	3.19	3.31	3	3.22	3.23	k	0	0.0017597164
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	0	kh	3.19	3.31	4	3.23	3.2399999999999998	k	0	0.001187462
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	0	kh	3.19	3.31	5	3.24	3.25	k	0	0.0008397975
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	0	kh	3.19	3.31	6	3.25	3.26	k	0	0.0012496891
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	0	kh	3.19	3.31	7	3.2600000000000002	3.27	k	0	0.0034125762
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	0	kh	3.19	3.31	8	3.27	3.28	k	0	0.0027884305
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	0	kh	3.19	3.31	9	3.2800000000000002	3.29	k	0	0.0009676874
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	0	kh	3.19	3.31	10	3.29	3.3	s	0	0.0010543013
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	0	kh	3.19	3.31	11	3.3000000000000003	3.31	s	0	0.010250256
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	1	e	3.31	3.41	0	3.31	3.32	s	0	0.061419588
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	1	e	3.31	3.41	1	3.3200000000000003	3.33	ʋ	0	0.07324806
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	1	e	3.31	3.41	2	3.33	3.34	ʋ	0	0.04576586
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	1	e	3.31	3.41	3	3.34	3.3499999999999996	o	0	0.05635409
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	1	e	3.31	3.41	4	3.35	3.36	o	0	0.053059895
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	1	e	3.31	3.41	5	3.36	3.3699999999999997	o	0	0.05135197
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	1	e	3.31	3.41	6	3.37	3.38	o	0	0.05005517
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	1	e	3.31	3.41	7	3.38	3.3899999999999997	o	0	0.0441617
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	1	e	3.31	3.41	8	3.39	3.4	o	0	0.05217408
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	1	e	3.31	3.41	9	3.4	3.4099999999999997	o	0	0.09931604
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	2	t	3.41	3.51	0	3.41	3.42	o	0	0.23793072
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	2	t	3.41	3.51	1	3.42	3.4299999999999997	k	0	0.1600611
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	2	t	3.41	3.51	2	3.43	3.44	k	0	0.0014597665
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	2	t	3.41	3.51	3	3.44	3.4499999999999997	k	0	0.00014997048
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	2	t	3.41	3.51	4	3.45	3.46	k	0	4.1442752e-05
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	2	t	3.41	3.51	5	3.46	3.4699999999999998	k	0	1.18618345e-05
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	2	t	3.41	3.51	6	3.47	3.48	k	0	1.1686214e-05
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	2	t	3.41	3.51	7	3.48	3.4899999999999998	k	0	2.6689624e-05
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	2	t	3.41	3.51	8	3.49	3.5	k	0	0.00012204371
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	2	t	3.41	3.51	9	3.5	3.51	k	0	0.0038769948
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	3	iː	3.51	3.62	0	3.5100000000000002	3.52	u	1	0.047350258
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	3	iː	3.51	3.62	1	3.52	3.53	u	1	0.1832692
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	3	iː	3.51	3.62	2	3.5300000000000002	3.54	u	1	0.28160858
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	3	iː	3.51	3.62	3	3.54	3.55	u	1	0.28836545
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	3	iː	3.51	3.62	4	3.5500000000000003	3.56	u	1	0.2699434
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	3	iː	3.51	3.62	5	3.56	3.57	uː	1	0.25171757
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	3	iː	3.51	3.62	6	3.5700000000000003	3.58	uː	1	0.2527704
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	3	iː	3.51	3.62	7	3.58	3.59	u	1	0.29188588
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	3	iː	3.51	3.62	8	3.59	3.5999999999999996	u	1	0.30684146
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	3	iː	3.51	3.62	9	3.6	3.61	u	1	0.30366957
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	3	iː	3.51	3.62	10	3.61	3.6199999999999997	u	1	0.30049765
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	0	ʧh	3.62	3.63	0	3.62	3.63	u	0	0.22065237
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	0	3.63	3.6399999999999997	u	0	0.11100997
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	1	3.64	3.65	u	0	0.029823538
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	2	3.65	3.6599999999999997	s	0	0.005192478
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	3	3.66	3.67	s	0	0.0015830563
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	4	3.67	3.6799999999999997	s	0	0.00040517483
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	5	3.68	3.69	s	0	0.00032491997
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	6	3.69	3.6999999999999997	s	0	0.00015310798
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	7	3.7	3.71	s	0	8.221506e-05
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	8	3.71	3.7199999999999998	s	0	7.323773e-05
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	9	3.72	3.73	s	0	0.00027203423
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	10	3.73	3.7399999999999998	s	0	0.008561022
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	11	3.74	3.75	s	0	0.18970108
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	12	3.75	3.76	s	0	0.20850796
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	13	3.7600000000000002	3.77	əʋ	0	0.078152195
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	14	3.77	3.78	əʋ	0	0.0735953
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	15	3.7800000000000002	3.79	əʋ	0	0.09444517
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	16	3.79	3.8	əʋ	0	0.08410737
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	17	3.8000000000000003	3.81	o	0	0.05949896
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	18	3.81	3.82	o	0	0.07168743
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	19	3.8200000000000003	3.83	o	0	0.10081022
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	20	3.83	3.84	o	0	0.12908056
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	21	3.84	3.8499999999999996	o	0	0.16510046
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	22	3.85	3.86	o	0	0.16155946
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	23	3.86	3.8699999999999997	o	0	0.11131498
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	24	3.87	3.88	k	0	0.044514958
