textgrid.file	word.idx.in.tg	word.ortho	word.ipa	word.start.in.tg	word.end.in.tg	phone.idx.in.wd	phone.ipa	phone.start.in.tg	phone.end.in.tg	postprobframe.idx.in.phone	postprobframe.start.in.tg	postprobframe.end.in.tg	phoneme.postprob	voice.actual	voice.postprob
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	3	j	2.58	2.66	1	2.59	2.5999999999999996	ʋ	1	0.7763207
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	3	j	2.58	2.66	2	2.6	2.61	ʋ	1	0.9568529
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	3	j	2.58	2.66	3	2.61	2.6199999999999997	ʋ	1	0.9885473
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	3	j	2.58	2.66	4	2.62	2.63	aː	1	0.9867274
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	3	j	2.58	2.66	5	2.63	2.6399999999999997	aː	1	0.9799498
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	3	j	2.58	2.66	6	2.64	2.65	aː	1	0.9763352
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	3	j	2.58	2.66	7	2.65	2.6599999999999997	aː	1	0.97436583
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	0	ʋ	2.66	2.73	0	2.66	2.67	aː	1	0.9660385
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	0	ʋ	2.66	2.73	1	2.67	2.6799999999999997	aː	1	0.9542644
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	0	ʋ	2.66	2.73	2	2.68	2.69	ɾ	1	0.92251307
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	0	ʋ	2.66	2.73	3	2.69	2.6999999999999997	ɾ	1	0.8159809
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	0	ʋ	2.66	2.73	4	2.7	2.71	p	1	0.6124828
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	0	ʋ	2.66	2.73	5	2.71	2.7199999999999998	p	1	0.684482
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	0	ʋ	2.66	2.73	6	2.72	2.73	o	1	0.79712766
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	1	j	2.73	2.82	0	2.73	2.7399999999999998	o	1	0.9010355
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	1	j	2.73	2.82	1	2.74	2.75	o	1	0.97778624
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	1	j	2.73	2.82	2	2.75	2.76	o	1	0.9890104
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	1	j	2.73	2.82	3	2.7600000000000002	2.77	o	1	0.98641855
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	1	j	2.73	2.82	4	2.77	2.78	o	1	0.9745823
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	1	j	2.73	2.82	5	2.7800000000000002	2.79	əʋ	1	0.9513741
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	1	j	2.73	2.82	6	2.79	2.8	əʋ	1	0.860199
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	1	j	2.73	2.82	7	2.8000000000000003	2.81	əʋ	1	0.9939109
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	1	j	2.73	2.82	8	2.81	2.82	o	1	0.99675167
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	2	ʋ	2.82	2.87	0	2.82	2.8299999999999996	o	1	0.9945966
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	2	ʋ	2.82	2.87	1	2.83	2.84	o	1	0.9893713
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	2	ʋ	2.82	2.87	2	2.84	2.8499999999999996	o	1	0.97355336
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	2	ʋ	2.82	2.87	3	2.85	2.86	ɭ	1	0.96213114
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	2	ʋ	2.82	2.87	4	2.86	2.8699999999999997	ɭ	1	0.9527249
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	3	ə	2.87	2.94	0	2.87	2.88	ɭ	1	0.94547915
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	3	ə	2.87	2.94	1	2.88	2.8899999999999997	o	1	0.96505994
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	3	ə	2.87	2.94	2	2.89	2.9	o	1	0.99351925
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	3	ə	2.87	2.94	3	2.9	2.9099999999999997	o	1	0.9944267
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	3	ə	2.87	2.94	4	2.91	2.92	o	1	0.9861416
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	3	ə	2.87	2.94	5	2.92	2.9299999999999997	o	1	0.9366942
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	3	ə	2.87	2.94	6	2.93	2.94	o	1	0.6666972
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	4	s	2.94	3.06	0	2.94	2.9499999999999997	ph	1	0.44885415
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	4	s	2.94	3.06	1	2.95	2.96	ph	1	0.24041194
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	4	s	2.94	3.06	2	2.96	2.9699999999999998	ph	1	0.14951836
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	4	s	2.94	3.06	3	2.97	2.98	ph	1	0.11436123
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	4	s	2.94	3.06	4	2.98	2.9899999999999998	ph	1	0.09479444
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	4	s	2.94	3.06	5	2.99	3.0	ph	1	0.09258379
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	4	s	2.94	3.06	6	3.0	3.01	ph	1	0.085444234
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	4	s	2.94	3.06	7	3.0100000000000002	3.02	ph	1	0.07437975
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	4	s	2.94	3.06	8	3.02	3.03	ph	1	0.092645995
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	4	s	2.94	3.06	9	3.0300000000000002	3.04	ph	1	0.12907903
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	4	s	2.94	3.06	10	3.04	3.05	ph	1	0.14613156
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	4	s	2.94	3.06	11	3.0500000000000003	3.06	ph	1	0.20267151
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	5	aː	3.06	3.1	0	3.06	3.07	ʋ	1	0.49683136
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	5	aː	3.06	3.1	1	3.0700000000000003	3.08	ʋ	1	0.86247885
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	5	aː	3.06	3.1	2	3.08	3.09	ʋ	1	0.95094585
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	5	aː	3.06	3.1	3	3.09	3.0999999999999996	əʋ	1	0.9580977
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	6	j	3.1	3.19	0	3.1	3.11	əʋ	1	0.9347371
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	6	j	3.1	3.19	1	3.11	3.1199999999999997	əʋ	1	0.93110156
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	6	j	3.1	3.19	2	3.12	3.13	o	1	0.94258225
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	6	j	3.1	3.19	3	3.13	3.1399999999999997	o	1	0.94316316
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	6	j	3.1	3.19	4	3.14	3.15	o	1	0.9340598
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	6	j	3.1	3.19	5	3.15	3.1599999999999997	o	1	0.8413212
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	6	j	3.1	3.19	6	3.16	3.17	əʋ	1	0.6354776
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	6	j	3.1	3.19	7	3.17	3.1799999999999997	əʋ	1	0.4469288
guf_09152_00540916881.TextGrid	5	વ્યવસાય	ʋ j ʋ ə s aː j	2.66	3.19	6	j	3.1	3.19	8	3.18	3.19	əʋ	1	0.34870797
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	0	kh	3.19	3.31	0	3.19	3.1999999999999997	əʋ	0	0.3083342
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	0	kh	3.19	3.31	1	3.2	3.21	k	0	0.114711046
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	0	kh	3.19	3.31	2	3.21	3.2199999999999998	k	0	0.068716384
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	0	kh	3.19	3.31	3	3.22	3.23	k	0	0.04729988
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	0	kh	3.19	3.31	4	3.23	3.2399999999999998	k	0	0.04169075
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	0	kh	3.19	3.31	5	3.24	3.25	k	0	0.032320954
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	0	kh	3.19	3.31	6	3.25	3.26	k	0	0.03986362
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	0	kh	3.19	3.31	7	3.2600000000000002	3.27	k	0	0.05447014
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	0	kh	3.19	3.31	8	3.27	3.28	k	0	0.07860395
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	0	kh	3.19	3.31	9	3.2800000000000002	3.29	k	0	0.12319553
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	0	kh	3.19	3.31	10	3.29	3.3	s	0	0.21665
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	0	kh	3.19	3.31	11	3.3000000000000003	3.31	s	0	0.33487377
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	1	e	3.31	3.41	0	3.31	3.32	s	1	0.6379547
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	1	e	3.31	3.41	1	3.3200000000000003	3.33	ʋ	1	0.9773088
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	1	e	3.31	3.41	2	3.33	3.34	ʋ	1	0.9930736
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	1	e	3.31	3.41	3	3.34	3.3499999999999996	o	1	0.9948237
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	1	e	3.31	3.41	4	3.35	3.36	o	1	0.9946248
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	1	e	3.31	3.41	5	3.36	3.3699999999999997	o	1	0.9950368
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	1	e	3.31	3.41	6	3.37	3.38	o	1	0.99587387
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	1	e	3.31	3.41	7	3.38	3.3899999999999997	o	1	0.99430907
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	1	e	3.31	3.41	8	3.39	3.4	o	1	0.9923334
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	1	e	3.31	3.41	9	3.4	3.4099999999999997	o	1	0.97794455
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	2	t	3.41	3.51	0	3.41	3.42	o	0	0.71907455
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	2	t	3.41	3.51	1	3.42	3.4299999999999997	k	0	0.3691631
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	2	t	3.41	3.51	2	3.43	3.44	k	0	0.049191818
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	2	t	3.41	3.51	3	3.44	3.4499999999999997	k	0	0.030271854
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	2	t	3.41	3.51	4	3.45	3.46	k	0	0.018311484
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	2	t	3.41	3.51	5	3.46	3.4699999999999998	k	0	0.01223028
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	2	t	3.41	3.51	6	3.47	3.48	k	0	0.012051548
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	2	t	3.41	3.51	7	3.48	3.4899999999999998	k	0	0.015977575
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	2	t	3.41	3.51	8	3.49	3.5	k	0	0.01957176
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	2	t	3.41	3.51	9	3.5	3.51	k	0	0.068326786
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	3	iː	3.51	3.62	0	3.5100000000000002	3.52	u	1	0.27204928
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	3	iː	3.51	3.62	1	3.52	3.53	u	1	0.9262738
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	3	iː	3.51	3.62	2	3.5300000000000002	3.54	u	1	0.98057723
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	3	iː	3.51	3.62	3	3.54	3.55	u	1	0.9672244
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	3	iː	3.51	3.62	4	3.5500000000000003	3.56	u	1	0.94811386
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	3	iː	3.51	3.62	5	3.56	3.57	uː	1	0.9420178
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	3	iː	3.51	3.62	6	3.5700000000000003	3.58	uː	1	0.9365372
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	3	iː	3.51	3.62	7	3.58	3.59	u	1	0.9408715
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	3	iː	3.51	3.62	8	3.59	3.5999999999999996	u	1	0.9444426
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	3	iː	3.51	3.62	9	3.6	3.61	u	1	0.890936
guf_09152_00540916881.TextGrid	6	ખેતી	kh e t iː	3.19	3.62	3	iː	3.51	3.62	10	3.61	3.6199999999999997	u	1	0.7473162
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	0	ʧh	3.62	3.63	0	3.62	3.63	u	0	0.46262795
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	0	3.63	3.6399999999999997	u	1	0.33163607
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	1	3.64	3.65	u	1	0.2814224
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	2	3.65	3.6599999999999997	s	1	0.31495538
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	3	3.66	3.67	s	1	0.36053693
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	4	3.67	3.6799999999999997	s	1	0.37449408
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	5	3.68	3.69	s	1	0.32146335
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	6	3.69	3.6999999999999997	s	1	0.27797458
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	7	3.7	3.71	s	1	0.29606718
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	8	3.71	3.7199999999999998	s	1	0.40346977
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	9	3.72	3.73	s	1	0.55599123
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	10	3.73	3.7399999999999998	s	1	0.6557835
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	11	3.74	3.75	s	1	0.74890834
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	12	3.75	3.76	s	1	0.9675483
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	13	3.7600000000000002	3.77	əʋ	1	0.99491704
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	14	3.77	3.78	əʋ	1	0.9930386
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	15	3.7800000000000002	3.79	əʋ	1	0.98443985
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	16	3.79	3.8	əʋ	1	0.96903473
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	17	3.8000000000000003	3.81	o	1	0.9710197
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	18	3.81	3.82	o	1	0.970979
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	19	3.8200000000000003	3.83	o	1	0.9658901
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	20	3.83	3.84	o	1	0.94613
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	21	3.84	3.8499999999999996	ʋ	1	0.92816937
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	22	3.85	3.86	ʋ	1	0.8504442
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	23	3.86	3.8699999999999997	ʋ	1	0.71708804
guf_09152_00540916881.TextGrid	7	છે	ʧh e	3.62	3.88	1	e	3.63	3.88	24	3.87	3.88	k	1	0.53482074
